0.0,-189.03948031880526,0.0,0.0,-186.31087439485714,0.0
-187.6364548413086,-190.223304329698,0.0,-188.22851000947998,-185.9013435137693,0.0
-190.673603626582,-191.45855242234973,0.0,-186.15864006843194,-182.89815931266196,0.0
-189.83705264596398,0.0,0.0,-169.5420385955114,0.0,0.0
0.0,-186.53311511595808,0.0,-180.82822774659118,-155.8453969437266,0.0
-176.87542529624508,-191.58453181959783,0.0,-186.14081124103578,-188.53346391169814,0.0
-188.92222406993264,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,-189.2229582192556,0.0,-188.04348798663625,0.0,0.0
-189.15088584171414,0.0,0.0,-177.77674746793926,0.0,0.0
0.0,-193.60419415757943,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-192.91375236750756,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-161.44798417426674,0.0
-163.37328825075951,-163.48449265135977,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-161.56408124731837,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-158.48489685325328,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,-182.30100380666806,-190.34928546791167,-186.04074657024893,0.0,0.0
-186.92652055696803,-183.84884710507134,-189.05583387922078,-160.1978984239642,-172.98642271704688,0.0
-184.95876692167963,-189.01831360838074,-181.3828433837861,-189.87585290449326,-179.30838127857973,0.0
-183.21905545219272,0.0,-171.06465513143564,-182.7725467093305,0.0,0.0
-184.8618644204096,-187.58755172138927,-174.82565639695375,-190.12506050765808,0.0,0.0
-181.59128991241855,-184.6695562546264,-178.04665082617268,-188.43648439604678,-187.0522204115437,0.0
-180.81107797030916,0.0,-187.59565681837222,-188.61881425918008,-159.3918350110307,0.0
-188.21489595080917,-190.65529885577914,0.0,0.0,0.0,0.0
-189.681470342779,-190.46627297094443,0.0,-188.54812238481824,-186.77993162016654,0.0
-189.7237988309465,-148.20258476802894,-184.4138618470971,-168.72249708035494,0.0,0.0
0.0,0.0,0.0,-145.4776678029666,-184.7862781171543,0.0
0.0,0.0,-192.95766147515783,-189.04355786065454,0.0,0.0
-186.2158304519149,0.0,0.0,0.0,0.0,0.0
-186.90224593899254,-169.2755491544229,0.0,0.0,0.0,0.0
-178.5614176257887,-97.79756240101302,-165.2021935535534,-166.41111087418966,0.0,0.0
-102.90684856542607,0.0,0.0,0.0,-92.41931450400685,0.0
0.0,0.0,0.0,-96.72507126003107,0.0,0.0
0.0,-160.55863047280627,-130.31984233126607,-133.87295276547363,0.0,0.0
-162.5285040058071,0.0,0.0,-160.70136821462773,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,-181.94556968623104,-185.11743363040506,-188.71718674077454,-186.14957874506572,0.0
-189.3325253203934,-177.83191862496903,-158.1032607410045,-188.01936939294256,-184.888612791818,0.0
-189.4901162658378,-182.9766380887016,-186.73297169278868,-182.44899914201505,-170.458733929859,0.0
-185.09486455908223,-189.9571097201947,-172.65790448882828,-183.4087543273665,-171.11253634926635,0.0
0.0,-189.85477411655864,-188.7535091098377,-173.02334743792701,0.0,0.0
-187.06670684046077,-190.23176160741656,-184.10383420022134,-188.77100132515272,-189.77744822904725,0.0
-190.2875462499644,-185.97520670472358,-189.19849933235886,0.0,-175.46330700612452,0.0
-188.34315960471733,-187.56008769766652,0.0,-185.78175883556813,-189.84458197875276,0.0
-188.25788647762158,-177.42116223984365,-189.4616012193873,-176.52603724198843,-184.77769682426015,0.0
-183.94125891825158,-173.5448039748515,-157.3857176907314,-175.573457225395,-181.65137613153044,0.0
-157.24928583986735,0.0,-185.5387830329578,-189.03765881158785,-142.60925800331069,0.0
0.0,-181.3558437238754,0.0,-192.19296397708914,-184.315770667506,0.0
0.0,0.0,0.0,0.0,-178.3379554175712,0.0
0.0,0.0,-168.8129464811924,0.0,0.0,0.0
0.0,-146.51205059291377,0.0,0.0,-147.6204663089147,0.0
0.0,0.0,0.0,0.0,-143.6988776371924,0.0
0.0,0.0,0.0,0.0,-91.00700464118198,0.0
0.0,-133.80354315018516,0.0,0.0,-130.39280457526314,0.0
-158.63439976482215,0.0,-164.3996995481524,0.0,-154.16802209603193,0.0
-156.45852516644638,0.0,0.0,-151.75686662779123,0.0,0.0
0.0,-188.61509606335486,-185.81140940560798,-190.06921990124056,-189.38081958336656,0.0
-185.0478521818162,-185.32534343252925,-184.22520215196695,-185.71263205281872,-184.59549260067615,0.0
-185.42959720989248,0.0,-178.03089134287208,-185.83845781537406,-180.68874940617906,0.0
-180.54179145093488,-188.575669127623,-179.49517291292406,-189.5783438190382,0.0,0.0
-186.10349407591357,-182.72006508457605,-158.97770667051867,-174.36973832754282,0.0,0.0
-182.56948286540793,-189.0523484124972,-189.01439599503018,-191.0387764180128,-183.84260469236227,0.0
0.0,-167.45376711553294,0.0,-190.14254019007868,-184.36484072397653,0.0
-157.8441954888072,-188.82098254997382,-189.52368460341495,-167.6816203317381,-185.3129040910574,0.0
-158.794095492044,0.0,-186.33247374680974,-187.8384297348022,-184.67399595949576,0.0
-186.33622162492335,-189.44739929888024,-187.1689341729146,-166.06356857465516,-171.04272844622258,0.0
-189.3381307174575,0.0,0.0,-188.4615719465031,-187.04870133189885,0.0
-191.7834280492748,0.0,0.0,0.0,0.0,0.0
0.0,-173.57515998624552,0.0,-186.72999774849765,0.0,0.0
0.0,-172.19201345772132,0.0,0.0,0.0,0.0
0.0,-170.7358020830121,-154.99985844650362,0.0,0.0,0.0
-157.2480064705992,-160.62374051884996,0.0,-157.76759340479336,0.0,0.0
-172.43791231705643,0.0,-149.5695211335988,0.0,-159.87469821012564,0.0
-142.5685706478537,0.0,0.0,-143.73438281798474,0.0,0.0
0.0,0.0,-146.54689856407532,0.0,0.0,0.0
-149.2187173359419,0.0,0.0,0.0,0.0,0.0
0.0,-188.95356767299486,-189.8958091127421,-188.06373536900338,-185.34153191417707,0.0
-189.3291525648648,-190.81070826402797,-181.5290438165708,0.0,-179.61003162413553,0.0
-187.90449069893765,-191.0142887073804,-182.91201761866827,-185.7311356606704,-186.42974477140922,0.0
-188.4309685645358,-184.87697842066027,0.0,-192.2719361108553,-190.31318038914716,0.0
-180.23907300509381,-189.90749336312476,-165.60093507339036,-190.27713665047474,-172.626848601806,0.0
-180.1863645558353,-187.61805271165994,-189.9535616731131,-181.65322212665762,-188.0426411270482,0.0
-182.56992350453277,-186.58855447630617,-185.1462383315154,-187.24554325562735,-179.22717416476902,0.0
-184.79238595598486,0.0,-190.75429929614245,-190.72306434710345,-171.6871606577717,0.0
-187.05224900806206,-187.46778993374153,-189.1840354358234,0.0,0.0,0.0
0.0,-189.1793853691199,-176.3398461519244,0.0,-175.2869034345803,0.0
0.0,-188.6136302387085,-187.8550871096644,0.0,-179.95038555352573,0.0
-180.95084040033547,-188.01787290293342,0.0,-182.80376366109033,-188.3080751113667,0.0
